agency_name,agency_telephone,agency_email,agency_website,trusted_choice_url,street,locality,region,postal_code,founding_date,auto_insurance,home_insurance
Kirsh Financial Services Inc,(201) 314-2929,,,https://www.trustedchoice.com/agency-profile/1362379/kirsh-financial-services-inc/,135 W 41st St Fl 5,New York,NY,10036-7320,,0,0
Barbara Chupa Insurance,(212) 674-5340,,,https://www.trustedchoice.com/agency-profile/977987/barbara-chupa-insurance/,240 E 6th St,New York,NY,10003-8220,,0,0
Mead-Maloy Agency Inc. dba Ely & Leene Agency,(315) 331-1432,karen@meadmaloy.com,http://www.meadmaloy.com,https://www.trustedchoice.com/agency-profile/743316/mead-maloy-agency-inc-dba-ely-leene-agency/,212 N Main St,Newark,NY,14513-1265,1852,0,0
O'Haver Financial LLC,(315) 331-7925,johaver@ohaverfinancialllc.com  ,http://www.ohaverfinancial.com,https://www.trustedchoice.com/agency-profile/1024584/o-haver-financial-llc/,438 E Union St,Newark,NY,14513-1610,2010,1,1
Joel Holka Insurance Agency,,,http://www.consolidatedagents.com,https://www.trustedchoice.com/agency-profile/974452/joel-holka-insurance-agency/,8575 Niagara Falls Blvd,Niagara Falls,NY,14304-2550,,0,0
Klossner Valenta Agency Inc.,(607) 642-3224,kevin@fksinsurance.com,http://www.klossneragency.com,https://www.trustedchoice.com/agency-profile/107773/klossner-valenta-agency-inc/,PO Box 488,Newark Valley,NY,13811-0488,,1,1
"Lawrence B. Miller & Assoc.,Inc.",(845) 562-2123,,http://www.lbmillerinsurance.com,https://www.trustedchoice.com/agency-profile/286455/lawrence-b-miller-assoc-inc/,190 S Plank Rd Ste 8,Newburgh,NY,12550-3092,,1,1
"Ulster Insurance Services, Inc.",(845) 338-6000,,http://www.ulstersavings.com,https://www.trustedchoice.com/agency-profile/1103544/ulster-insurance-services-inc/,1208 Route 300,Newburgh,NY,12550-6496,,0,0
The Francis Insurance Agency,(845) 565-9186,,,https://www.trustedchoice.com/agency-profile/324589/the-francis-insurance-agency/,807 Broadway,Newburgh,NY,12550-6504,,0,0
USI Insurance Services,(855) 700-0201,Deborah.Accorso@fnrm.com,https://www.key.com/personal/insurance/personal-insurance-solutions.jsp,https://www.trustedchoice.com/agency-profile/976405/usi-insurance-services/,2743 Main St,Newfane,NY,14108-1205,1998,0,0
"HBE Group, Inc.",(315) 845-8253,,http://www.hbegroup.com,https://www.trustedchoice.com/agency-profile/107685/hbe-group-inc/,3084 Bridge St,Newport,NY,13416-7701,,0,0
Eugeni Insurance Agency Inc.,(716) 285-3491,,,https://www.trustedchoice.com/agency-profile/158395/eugeni-insurance-agency-inc/,3003 Pine Ave,Niagara Falls,NY,14301-2445,,0,0
William A. Smith & Son Inc.,(844) 385-2623,jacksmith@wasmithandson.com,http://www.wasmithandson.com,https://www.trustedchoice.com/agency-profile/107383/william-a-smith-son-inc/,380 Broadway,Newburgh,NY,12550-5304,1928,0,0
World Insurance Associates LLC,(212) 279-7700,,,https://www.trustedchoice.com/agency-profile/1259132/world-insurance-associates-llc/,85 Broad St Fl 29,New York,NY,10004-2783,,0,0
Spectrum Insurance Brokerage Services Inc.,(201) 726-9249,,,https://www.trustedchoice.com/agency-profile/757886/spectrum-insurance-brokerage-services-inc/,511 Canal St Rm 201 Ste 201,New York,NY,10013-1301,,0,0
Arthur J. Gallagher & Co. of NY,(212) 994-7100,,http://www.ajg.com,https://www.trustedchoice.com/agency-profile/376131/arthur-j-gallagher-co-of-ny/,250 Park Ave Fl 3,New York,NY,10177-0506,,0,0
Turnbull Insurance Service,(315) 735-9201,,http://www.turnbull-insurance.com,https://www.trustedchoice.com/agency-profile/313663/turnbull-insurance-service/,600 French Rd Ste 1,New Hartford,NY,13413-1037,,0,0
The Frigault Agency Inc.,(315) 797-8080,carol@uticaromeinsurance.com,http://www.uticaromeinsurance.com,https://www.trustedchoice.com/agency-profile/406058/the-frigault-agency-inc/,136 Clinton Rd,New Hartford,NY,13413-5300,1999,1,0
"Gilroy, Kernan & Gilroy",(315) 768-8888,,http://www.gkginsurance.com,https://www.trustedchoice.com/agency-profile/107682/gilroy-kernan-gilroy/,210 Clinton Rd,New Hartford,NY,13413-5305,,0,0
"MCRORIE - PEO Agency, LLC",(315) 316-0084,,http://www.mcroriepeo.agency,https://www.trustedchoice.com/agency-profile/1405921/mcrorie-peo-agency-llc/,48 Genesee St Fl 2,New Hartford,NY,13413-2337,,1,1
Bonomo Agency Inc.,(315) 736-1121,,http://www.bonomoins.com,https://www.trustedchoice.com/agency-profile/241721/bonomo-agency-inc/,4541 Middle Settlement Rd,New Hartford,NY,13413-4904,,0,0
J Nicholas Krug Agency Inc,(844) 697-6235,jeff@browneins.com,http://www.browneins.com,https://www.trustedchoice.com/agency-profile/106635/j-nicholas-krug-agency-inc/,704 Jericho Tpke,New Hyde Park,NY,11040-4541,1925,1,0
OneGroup,(315) 797-4920,,http://www.onegroup.com,https://www.trustedchoice.com/agency-profile/316643/onegroup/,95 Genesee St Ste 3,New Hartford,NY,13413-2335,,0,1
The Devine Agency Inc,(845) 255-7806,,http://www.devineinsurance.com,https://www.trustedchoice.com/agency-profile/107389/the-devine-agency-inc/,58 N Chestnut St,New Paltz,NY,12561-1405,,0,0
"Ulster Insurance Services, Inc.",(845) 338-6000,,http://www.ulstersavings.com,https://www.trustedchoice.com/agency-profile/781671/ulster-insurance-services-inc/,226 Main St,New Paltz,NY,12561-1314,,0,0
Joseph Held Co Inc,(212) 962-3122,,,https://www.trustedchoice.com/agency-profile/106158/joseph-held-co-inc/,8 Dunmore Rd,New City,NY,10956-4408,,0,0
The Coyle Group of New York Inc.,(845) 474-2922,,http://www.thecoylegroup.com,https://www.trustedchoice.com/agency-profile/106551/the-coyle-group-of-new-york-inc/,30 S Main St,New City,NY,10956-3515,,0,0
A-Absolute Brokerage Inc.,(914) 667-6601,,http://www.a-absolute brokerage.com,https://www.trustedchoice.com/agency-profile/1068965/a-absolute-brokerage-inc/,24 W Sandford Blvd,Mount Vernon,NY,10550-4416,,0,0
"Hudson United Insurance Services, LLC",(845) 825-8080,,http://www.hudsonunited.com,https://www.trustedchoice.com/agency-profile/935975/hudson-united-insurance-services-llc/,95 S Middletown Rd,Nanuet,NY,10954-2802,,0,1
"Keevily Spero Whitelaw, Inc. DBA Capitol Risk Management Services",(845) 627-5111,,http://www.keevily.com,https://www.trustedchoice.com/agency-profile/208250/keevily-spero-whitelaw-inc-dba-capitol-risk-management-services/,25 Smith St Ste 205,Nanuet,NY,10954-2971,,0,1
"Your Insurance Solutions Brokerage, Ltd.",(845) 507-0400,KMcGuire@yourINSsolutions.com,http://www.yourinssolutions.com,https://www.trustedchoice.com/agency-profile/954561/your-insurance-solutions-brokerage-ltd/,193 Main St,Nanuet,NY,10954-3300,,1,0
Binder Agency,(845) 356-9000,ecohen@binderagency.com,http://www.binderagency.com,https://www.trustedchoice.com/agency-profile/137050/binder-agency/,511 Airport Executive Park,Nanuet,NY,10954-5238,1978,1,0
Barry D Rosenberg Inc,(845) 623-7799,steven@rosenberginsurance.com,http://www.rosenberginsurance.com,https://www.trustedchoice.com/agency-profile/106571/barry-d-rosenberg-inc/,55 Old Turnpike Rd Ste 508,Nanuet,NY,10954-2453,1955,0,0
Boshes Weinfeld Insurance Agency Inc.,(845) 638-3377,,,https://www.trustedchoice.com/agency-profile/1005162/boshes-weinfeld-insurance-agency-inc/,6 Wheatstone Rd,New City,NY,10956-2516,,0,0
Acrisure - Carpezzi-Liebert Group Inc. Dba CLG Insurance (Nanuet),(845) 623-3434,,http://www.clginsurance.com,https://www.trustedchoice.com/agency-profile/106549/acrisure-carpezzi-liebert-group-inc-dba-clg-insurance-nanuet/,172 Main St,Nanuet,NY,10954-3373,,0,0
"Stuart J. Mitchell Agencies, Inc. Dba Mitchell Joseph Insurance Agency",(833) 276-1605,jjoseph@mitchelljoseph.com,http://www.mitchelljoseph.com,https://www.trustedchoice.com/agency-profile/756283/stuart-j-mitchell-agencies-inc-dba-mitchell-joseph-insurance-agency/,130 S Main St,Naples,NY,14512-9293,1961,1,1
G5 Agency LLC,(845) 842-1226,,http://www.g5agency.com,https://www.trustedchoice.com/agency-profile/1291007/g5-agency-llc/,7 Erie Ave PMB 202,Narrowsburg,NY,12764-6423,,0,0
Edward J. Phelps Inc.,(518) 766-2079,,http://www.phelpsinsagency.com,https://www.trustedchoice.com/agency-profile/107255/edward-j-phelps-inc/,PO Box 489,Nassau,NY,12123-0489,,1,0
"Westrock Advisors Group, LLC DBA Westrock Insurance Agency",(845) 638-2300,avi@westrockinsurance.com,http://www.westrockinsurance.com,https://www.trustedchoice.com/agency-profile/362911/westrock-advisors-group-llc-dba-westrock-insurance-agency/,151 N Main St Ste 204,New City,NY,10956-3849,2002,1,0
MS Global USA Insurance Agency Corp,(845) 634-0550,,http://www.msglobalusa.com,https://www.trustedchoice.com/agency-profile/781666/ms-global-usa-insurance-agency-corp/,495 Route 304 Ste 2,New City,NY,10956-3030,,0,0
Robert Alan Agency Inc.,(845) 638-2206,,http://www.robertalanagency.com,https://www.trustedchoice.com/agency-profile/106559/robert-alan-agency-inc/,115 N Main St Ste C,New City,NY,10956-3756,,1,1
"AAA Northeast Insurance Agency, Inc",,,,https://www.trustedchoice.com/agency-profile/1404965/aaa-northeast-insurance-agency-inc/,38 Rockland Plz,Nanuet,NY,10954-2208,,0,0
Kim's Krazy Kakes,(315) 345-5343,,,https://www.trustedchoice.com/agency-profile/1419606/kim-s-krazy-kakes/,113 Meadow Ln,North Syracuse,NY,13212-2161,,0,0
"Naccarato Insurance Agency, Inc.",(845) 255-5715,steve@naccaratoinsurance.com,http://www.naccaratoinsurance.com,https://www.trustedchoice.com/agency-profile/820885/naccarato-insurance-agency-inc/,108 Main St Ste 2,New Paltz,NY,12561-1517,,0,0
Marenco Insurance Agency,(914) 235-3144,marenco@marencoinsurance.com,http://www.marencoinsurance.com,https://www.trustedchoice.com/agency-profile/106501/marenco-insurance-agency/,2525 Palmer Ave Ste 1,New Rochelle,NY,10801-4476,,1,1
Blanksteen Economic Services Corp,(646) 621-4563,,,https://www.trustedchoice.com/agency-profile/1172246/blanksteen-economic-services-corp/,866 United Nations Plz Suite 508,New York,NY,10017-1849,,0,0
Peter W. Greenberg Agency,(516) 343-3566,,,https://www.trustedchoice.com/agency-profile/106246/peter-w-greenberg-agency/,90 Park Ave Fl 17,New York,NY,10016-1301,,0,0
"Kathryn E. Murphy Insurance Agency, Inc.",(212) 687-8787,,http://www.MurphyAgencies.com,https://www.trustedchoice.com/agency-profile/391397/kathryn-e-murphy-insurance-agency-inc/,17-19 West 45th Street,New York,NY,10036-4216,,0,0
"M & T Insurance Agency, Inc.",(212) 350-2000,,,https://www.trustedchoice.com/agency-profile/1351231/m-t-insurance-agency-inc/,350 Park Ave Fl 5,New York,NY,10022-6081,,0,0
Lezok Ltd,(212) 779-4912,,http://www.lezok.com,https://www.trustedchoice.com/agency-profile/245341/lezok-ltd/,443 Park Ave S Rm 705,New York,NY,10016-7322,,0,0
Steadfast Insurance Brokerage,(212) 233-8258,,,https://www.trustedchoice.com/agency-profile/1004388/steadfast-insurance-brokerage/,7 - 8  Chatham Sq  Ste 500,New York,NY,10038,,0,0
Aimdar Advisory Group Inc.,(718) 897-5539,ins@aimdar.com,http://www.aimdar.com,https://www.trustedchoice.com/agency-profile/1389112/aimdar-advisory-group-inc/,555 Madison Ave Fl 5,New York,NY,10022-3410,,0,0
"Rex Wyon, Inc.",(212) 697-2533,,http://www.rexwyon.com,https://www.trustedchoice.com/agency-profile/318716/rex-wyon-inc/,420 Lexington Ave Rm 632,New York,NY,10170-0031,,0,0
Ashkar Corp.,(212) 279-8300,,,https://www.trustedchoice.com/agency-profile/149003/ashkar-corp/,146 W 29th St Fl 12,New York,NY,10001-8212,,0,0
"Pedersen & Sons Surety Bond Agency, Inc.",(212) 227-7277,Neil@courtbondnow.com,http://www.courtbondnow.com,https://www.trustedchoice.com/agency-profile/768803/pedersen-sons-surety-bond-agency-inc/,15 Maiden Ln Ste 800,New York,NY,10038-5119,,0,0
Alpha Direct Agency LLC,(212) 568-5700,service@alphadrct.com,http://www.alphadrct.com,https://www.trustedchoice.com/agency-profile/1019026/alpha-direct-agency-llc/,5030 Broadway Ste 681,New York,NY,10034-1612,,1,1
Carlson & Carlson Incorporated (NY),(212) 697-3557,,http://www.carlsonandcarlson.com,https://www.trustedchoice.com/agency-profile/999619/carlson-carlson-incorporated-ny/,45 Park Ave Apt 404,New York,NY,10016-3488,,0,0
"NFP Property & Casualty Services, Inc",(212) 457-8870,,http://www.nfppc.com,https://www.trustedchoice.com/agency-profile/843190/nfp-property-casualty-services-inc/,340 Madison Ave Fl 20,New York,NY,10173-0002,,0,0
Bernard Fleischer & Sons Inc.,(212) 566-1881,,http://www.bfbond.com,https://www.trustedchoice.com/agency-profile/137111/bernard-fleischer-sons-inc/,29 Broadway Rm 1511,New York,NY,10006-3233,,0,0
"ARM-Capacity of New York, LLC",(646) 459-2460,,http://www.armny.com,https://www.trustedchoice.com/agency-profile/905358/arm-capacity-of-new-york-llc/,90 Broad St Ste 1503,New York,NY,10004,,0,0
"Brightway Insurance, The Ramirez Agency",(844) 738-5737,julio.ramirez@brightway.com,https://www.brightway.com/agencies/NY/Rochelle-Park/0235,https://www.trustedchoice.com/agency-profile/1295778/brightway-insurance-the-ramirez-agency/,405 North Ave,New Rochelle,NY,10801-4103,2006,1,1
Kenneth Bieber Inc,(844) 521-0164,info@kennethbieber.com,http://www.kennethbieber.com,https://www.trustedchoice.com/agency-profile/106054/kenneth-bieber-inc/,370 Lexington Ave Rm 1405,New York,NY,10017-6583,1962,0,0
"JMP Risk Management Partners, LLC",(844) 465-6822,info@jmpinsure.com,http://www.jmpinsure.com,https://www.trustedchoice.com/agency-profile/1213224/jmp-risk-management-partners-llc/,116 W 23rd St Ste 500,New York,NY,10011-2599,2016,0,0
Dumont Insurance Brokers Corp,(212) 873-5484,,http://www.dumontins.com,https://www.trustedchoice.com/agency-profile/759032/dumont-insurance-brokers-corp/,31 Fenimore Rd,New Rochelle,NY,10804-2103,,0,0
Highline Risk Solutions LLC,(914) 269-8799,,http://www.highlinerisksolutions.com,https://www.trustedchoice.com/agency-profile/1224735/highline-risk-solutions-llc/,5 Glenbrook Rd,New Rochelle,NY,10804-4607,,1,0
"Dai Consulting, Inc dba RiskBlock",(914) 294-5300,,http://www.riskblock.com,https://www.trustedchoice.com/agency-profile/1085523/dai-consulting-inc-dba-riskblock/,371 North Ave,New Rochelle,NY,10801-4107,,0,0
The LaCugna Agency,(914) 819-2855,,,https://www.trustedchoice.com/agency-profile/702646/the-lacugna-agency/,165 Brookdale Ave,New Rochelle,NY,10801-2712,,0,0
"George Thompson Agency, Inc.",,,http://www.insureatthompson.com,https://www.trustedchoice.com/agency-profile/840757/george-thompson-agency-inc/,357 Old Forge Hill Rd Ste 800,New Windsor,NY,12553-7981,,1,1
The Dalleo Group Inc,(845) 565-1516,,http://www.TheDalleoGroup.com,https://www.trustedchoice.com/agency-profile/246443/the-dalleo-group-inc/,161 Windsor Hwy Ste 100,New Windsor,NY,12553-6275,,1,1
"KJE Consultants, LLC",(844) 700-1878,jrrusso@kjeconsultants.com,http://www.kjeconsultants.com,https://www.trustedchoice.com/agency-profile/1326497/kje-consultants-llc/,5 Penn Plz Fl 23,New York,NY,10001-1810,2008,0,1
"Campbell Solberg Associates, Inc.",(844) 578-6610,rsolberg@campbellsolberg.com,http://www.campbellsolberg.com,https://www.trustedchoice.com/agency-profile/313269/campbell-solberg-associates-inc/,129 W 27th St,New York,NY,10001-6206,1940,1,1
DurAmerica Brokerage,(844) 598-1678,info@duramerica.com,http://www.duramerica.com,https://www.trustedchoice.com/agency-profile/1003892/duramerica-brokerage/,214 W 39th St Rm 207,New York,NY,10018-8324,1996,0,0
Diversified Risk Solutions,(844) 729-5226,team@divrisk.com,http://www.divrisk.com,https://www.trustedchoice.com/agency-profile/1271960/diversified-risk-solutions/,154 Grand St,New York,NY,10013-3141,2011,1,0
"Schmutter, Strull, Fleisch Inc.",(844) 593-3214,kphilipps@ssfinsurance.com,http://www.ssfinsurance.com,https://www.trustedchoice.com/agency-profile/262102/schmutter-strull-fleisch-inc/,99 Wall St Frnt 1,New York,NY,10005-4329,1894,1,1
Bond Insurance Brokerage Inc,(844) 708-2487,personal@insurewithbond.com,http://www.insurewithbond.com,https://www.trustedchoice.com/agency-profile/1382019/bond-insurance-brokerage-inc/,1270 Avenue of the Americas Fl 8,New York,NY,10020-1702,2020,1,0
"Benefit Quest, Inc.",(844) 414-1989,eric.cohen@benefitquest.com,http://www.benefitquest.com,https://www.trustedchoice.com/agency-profile/362928/benefit-quest-inc/,420 Lexington Ave Rm 2400,New York,NY,10170-2499,1988,0,0
Hudson Insurance Agency Inc.,(845) 562-2600,,,https://www.trustedchoice.com/agency-profile/313378/hudson-insurance-agency-inc/,339 Blooming Grove Tpke,New Windsor,NY,12553-7753,,0,0
"Ross, Stepien & Kadey Inc",(315) 457-1511,,http://www.theinsuranceshop1.com,https://www.trustedchoice.com/agency-profile/107556/ross-stepien-kadey-inc/,7143 Henry Clay Blvd Ste 1,Liverpool,NY,13088-5357,,0,0
Empower Insurance Services LLC,(315) 426-5678,,http://www.empowerfcu.com/insurance,https://www.trustedchoice.com/agency-profile/299475/empower-insurance-services-llc/,1 Member Way,Syracuse,NY,13212-4030,,1,0
"Heritage Insurance Agency, Inc.",(315) 458-6320,,,https://www.trustedchoice.com/agency-profile/1318287/heritage-insurance-agency-inc/,5702 S Bay Rd,Cicero,NY,13039-8652,,0,0
"Bradford Independent Insurance Agencies, Inc.",(631) 475-6363,,http://www.bradfordinsurance.com,https://www.trustedchoice.com/agency-profile/239463/bradford-independent-insurance-agencies-inc/,600 Waverly Ave,Patchogue,NY,11772-1529,,0,0
"Baldon Group, Inc",(631) 289-8822,,http://www.baldongroup.com,https://www.trustedchoice.com/agency-profile/997350/baldon-group-inc/,1 S Ocean Ave Ste 206,Patchogue,NY,11772-3716,,1,1
Bay Harbour Insurance Agency Inc,(631) 758-1550,rick@bayharbourgroup.com,http://www.bayharbourgroup.com,https://www.trustedchoice.com/agency-profile/107093/bay-harbour-insurance-agency-inc/,88 Waverly Ave,Patchogue,NY,11772-1917,1985,1,0
"Cue Brokerage Group, LLC",(631) 475-6000,stevec@cuebrokerage.com,http://www.cuebrokerage.com,https://www.trustedchoice.com/agency-profile/107034/cue-brokerage-group-llc/,180 E Main St Ste 205,Patchogue,NY,11772-3116,1978,1,0
"UNFCU Financial Services, LLC TA Industrial Coverage",(631) 736-7500,,http://www.industrialcoverage.com,https://www.trustedchoice.com/agency-profile/106984/unfcu-financial-services-llc-ta-industrial-coverage/,62 S Ocean Ave Ste 1,Patchogue,NY,11772-3778,,1,1
The SIG Insurance Agencies,(833) 276-2453,brogers@findsig.com,https://www.findsig.com/,https://www.trustedchoice.com/agency-profile/1341075/the-sig-insurance-agencies/,1072 Route 311,Patterson,NY,12563-2759,,1,1
Roe Agency Inc.,(631) 475-4000,,,https://www.trustedchoice.com/agency-profile/107091/roe-agency-inc/,125 E Main St,Patchogue,NY,11772-3139,,0,0
"Masterson Insurance Agency, Inc.",(845) 878-8008,,http://www.mia4insurance.com,https://www.trustedchoice.com/agency-profile/158983/masterson-insurance-agency-inc/,3107 Route 22,Patterson,NY,12563-2342,,1,0
Emery & Webb Inc.,(845) 855-1112,,http://www.emerywebb.com,https://www.trustedchoice.com/agency-profile/802709/emery-webb-inc/,33 E Main St Ste 2,Pawling,NY,12564-1465,,0,0
"NFP Property & Casualty Services, Inc",(845) 855-3300,,http://www.rkinsurance.com,https://www.trustedchoice.com/agency-profile/407769/nfp-property-casualty-services-inc/,527 Route 22,Pawling,NY,12564-1218,,0,0
JC White Agency Inc,845855266,,http://www.jcwhiteagency.com,https://www.trustedchoice.com/agency-profile/806115/jc-white-agency-inc/,592 Route 22 Ste Gb,Pawling,NY,12564-1256,,0,0
The Griffith Agency Inc,(845) 735-4800,mark@griffith-insurance.com,http://www.griffith-insurance.com,https://www.trustedchoice.com/agency-profile/106567/the-griffith-agency-inc/,59 E Central Ave,Pearl River,NY,10965-2306,1941,0,0
"The Mechanic Group a Division of Specialty Program Group, LLC",(845) 735-0700,,http://www.mechanicgroup.com,https://www.trustedchoice.com/agency-profile/227077/the-mechanic-group-a-division-of-specialty-program-group-llc/,1 Blue Hill Plz Ste 530,Pearl River,NY,10965-3100,,0,0
Edgewood Partners Insurance Center (EPIC Brokers),(914) 769-6964,,http://www.mpa-insurance.com,https://www.trustedchoice.com/agency-profile/210966/edgewood-partners-insurance-center-epic-brokers/,1 Blue Hill Plz Ste 1689,Pearl River,NY,10965-3151,,0,0
James W  Pray,(914) 450-2968,Praypc78@gmail.com,http://www.jwprayinsurance.com,https://www.trustedchoice.com/agency-profile/1058304/james-w-pray/,64 Cunningham Ln,Pawling,NY,12564-2041,2013,0,0
DeChristopher Keating Insurance Agency Inc,(914) 737-1259,,http://www.insurancedk.com,https://www.trustedchoice.com/agency-profile/106396/dechristopher-keating-insurance-agency-inc/,1099 N Division St Ste 8,Peekskill,NY,10566-1847,,0,0
Pilger-Skidmore Associates Inc.,(631) 475-3880,,http://www.pilgerskidmore.com,https://www.trustedchoice.com/agency-profile/107095/pilger-skidmore-associates-inc/,218 Medford Ave Ste 1,Patchogue,NY,11772-1231,,0,0
Preferred Choice Financial Group LLC,(877) 717-7234,liam.obrien@pcfginsurance.com,http://www.pcfginsurance.com,https://www.trustedchoice.com/agency-profile/1316138/preferred-choice-financial-group-llc/,1429 County Route 38,Parish,NY,13131-3119,,1,1
Tri-Town Agency Inc.,(607) 687-1381,,http://www.tritowninsurance.com,https://www.trustedchoice.com/agency-profile/137074/tri-town-agency-inc/,192 Front St,Owego,NY,13827-1818,,0,0
"JLW Agency, Inc.",(607) 687-3594,,http://www.TomAshInsure.com,https://www.trustedchoice.com/agency-profile/313654/jlw-agency-inc/,185 Main St,Owego,NY,13827-1633,,0,0
"BC Consulting Services, LLC",(844) 498-0577,kbrekne@brcinsurance.com,http://www.brcinsurance.com,https://www.trustedchoice.com/agency-profile/106960/bc-consulting-services-llc/,35 Audrey Ave,Oyster Bay,NY,11771-1503,1871,1,1
Oyster Bay Insurance,(516) 922-9131,custserv@oysterbayinsurance.com,http://www.oysterbayinsurance.com,https://www.trustedchoice.com/agency-profile/139789/oyster-bay-insurance/,27 Pine Hollow Rd,Oyster Bay,NY,11771-4714,1982,0,0
"Frank D. Cirisano Insurance Agency, Inc.",(516) 922-6500,,,https://www.trustedchoice.com/agency-profile/106994/frank-d-cirisano-insurance-agency-inc/,35 Audrey Avenue,Oyster Bay,NY,11771,,0,0
"Brooks, Robb & Callahan",(516) 922-6500,,,https://www.trustedchoice.com/agency-profile/1202330/brooks-robb-callahan/,35 Audrey Ave,Oyster Bay,NY,11771-1503,,0,0
Wekerle Insurance Agency,(844) 551-7754,wek7402@aol.com,http://www.wekerleagencyinc.com,https://www.trustedchoice.com/agency-profile/228679/wekerle-insurance-agency/,98 Medford Ave,Patchogue,NY,11772-1241,1988,1,0
"Piper Insurance Agency, Inc.",(607) 937-6165,service@piperagency.com,http://www.piperagency.com,https://www.trustedchoice.com/agency-profile/999173/piper-insurance-agency-inc/,180 Village Sq,Painted Post,NY,14870-1320,1979,1,0
"Corning Credit Union Service Co., LLC",(607) 937-5292,,,https://www.trustedchoice.com/agency-profile/706262/corning-credit-union-service-co-llc/,1 Credit Union Plz,Corning,NY,14830-2857,,0,0
"Hooey, Inc.",(607) 962-3156,,http://www.callahanandhooeyinc.com,https://www.trustedchoice.com/agency-profile/108173/hooey-inc/,8 E Pulteney St,Corning,NY,14830-2209,,0,0
Stewart Agency Inc (Corning),(607) 962-6831,,http://www.stewartagency.com,https://www.trustedchoice.com/agency-profile/1356614/stewart-agency-inc-corning/,286 W Pulteney St,Corning,NY,14830-2109,,1,1
Corning-Painted Post Agcy Div. of Swan & Sons-Morss Co. Inc,(607) 936-4642,,http://www.swanmorss.com,https://www.trustedchoice.com/agency-profile/313328/corning-painted-post-agcy-div-of-swan-sons-morss-co-inc/,55 E Market St,Corning,NY,14830-2708,,0,0
Van Parys Associates,(315) 597-4843,debbie@vanparysinsurance.com,http://www.vanparysinsurance.com,https://www.trustedchoice.com/agency-profile/108043/van-parys-associates/,229 E Main St,Palmyra,NY,14522-1127,1857,1,1
J. Edwards Insurance Agency Inc.,(716) 782-4615,brenda@jedwardsinsurance.com,http://www.jedwardsinsurance.com,https://www.trustedchoice.com/agency-profile/227971/j-edwards-insurance-agency-inc/,9 E Main St,Panama,NY,14767-9730,1957,1,1
Anthony Burchell Agency,(607) 937-6162,,,https://www.trustedchoice.com/agency-profile/1319246/anthony-burchell-agency/,137 Village Sq,Painted Post,NY,14870-1320,,0,0
The Partners Insurance Agency,(607) 687-3444,,http://www.thepartners.com,https://www.trustedchoice.com/agency-profile/310148/the-partners-insurance-agency/,6 McMaster St Ste 2,Owego,NY,13827-1083,,0,0
Katz & Unterreiner Inc.,(914) 737-0021,,,https://www.trustedchoice.com/agency-profile/106380/katz-unterreiner-inc/,1045 Park St,Peekskill,NY,10566-3809,,0,0
"S. Martin Johnson & Associates, LTD.",(914) 738-1182,,http://www.smjinsurance.com,https://www.trustedchoice.com/agency-profile/245903/s-martin-johnson-associates-ltd/,11 Fifth Ave,Pelham,NY,10803-1501,,0,0
"Poole Professional, a Division of Brown & Brown of Massachusetts, LLC",(800) 371-1063,,http://www.poolepl.com,https://www.trustedchoice.com/agency-profile/999380/poole-professional-a-division-of-brown-brown-of-massachusetts-llc/,1160 Pittsford Victor Rd Ste F,Pittsford,NY,14534-3825,,0,0
Christopher Williams Agency Inc,(585) 586-3060,meredith@christopherwilliamsagency.com,http://www.christopherwilliamsagency.com,https://www.trustedchoice.com/agency-profile/108056/christopher-williams-agency-inc/,26 S Main St,Pittsford,NY,14534-1927,1950,0,0
"Walsh Quinn Agency, LLC",(585) 244-7540,,http://www.walshins.com,https://www.trustedchoice.com/agency-profile/108111/walsh-quinn-agency-llc/,271 Marsh Rd Ste 3,Pittsford,NY,14534-1655,,0,0
Barry York Agency,(585) 641-0700,,http://www.walshins.com,https://www.trustedchoice.com/agency-profile/319259/barry-york-agency/,271 Marsh Rd Ste 3,Pittsford,NY,14534-1655,,0,0
"NFP Property & Casualty Services, Inc",(585) 264-0520,,http://www.rkinsurance.com,https://www.trustedchoice.com/agency-profile/247220/nfp-property-casualty-services-inc/,1175 Pittsford,Pittsford,NY,14334-3833,,0,0
"Haylor, Freyer & Coon Inc.",(315) 453-2195,info@haylor.com,http://www.haylor.com,https://www.trustedchoice.com/agency-profile/108126/haylor-freyer-coon-inc/,1159 Pittsford Victor Rd Ste 100,Pittsford,NY,14534-3827,1928,1,0
"Freemantle Insurance Agency, LLC",(585) 200-5794,,http://www.FreemantleLLC.com,https://www.trustedchoice.com/agency-profile/890161/freemantle-insurance-agency-llc/,642 Kreag Rd Ste 207,Pittsford,NY,14534-3736,,0,0
"Tompkins Insurance Agencies, Inc. (Pittsford)",(585) 344-2713,,http://www.tompkinsins.com,https://www.trustedchoice.com/agency-profile/872011/tompkins-insurance-agencies-inc-pittsford/,179 Sullys Trl Ste 200,Pittsford,NY,14534-4500,,1,0
Affiliated Agency Inc Trade Ins Brokerage Inc,(844) 395-7172,pmuller@aaiinsurance.com,https://www.aaiinsurance.com,https://www.trustedchoice.com/agency-profile/158434/affiliated-agency-inc-trade-ins-brokerage-inc/,255 Executive Dr Ste 308,Plainview,NY,11803-1707,1997,1,1
